,Unnamed: 0,video_ids,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,commentCount,duration,definition,caption,publishedAt_date,publishedAt_day,tags_count
125,125,5aww-Bpgkf4,CrashCourse,What is Public Health? Crash Course Public Health #1,"We often think of health as a self-centric phenomenon that begins and ends with ""me"", but as we'll explore throughout this series our personal health is just one plot line in a rich story of evolving research and policies that make up the world of public health. So what is public health anyway? Well, public health is an approach to preventing disease, prolonging life, and promoting health for literally everyone. It is a money-saving, life-extending, world-bettering cheat code for improving the world, so we'll spend the rest of this series examining how and where it is working, where it isn't working, and how so much of our health is influenced by the world around us. 

Sources: https://docs.google.com/document/d/1OHJiQ1njj5jWJC1YLDBzQgKC1QfnVgqJbbpK6qs7ekA/edit?usp=sharing 

Chapters:
Introduction: Public Health 00:00
Prevention 03:18
Population Health 5:02
Health Inequities 6:35
Solving Health Inequities 8:05
Cost of Public Health 9:41
Review & Credits 11:37

***
Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Thanks to the following patrons for their generous monthly contributions that help keep Crash Course free for everyone forever:
Katie, Hilary Sturges, Austin Zielman, Tori Thomas, Justin Snyder, daniel blankstein, Hasan Jamal, DL Singfield, Amelia Ryczek, Ken Davidian, Stephen Akuffo, Toni Miles, Steve Segreto, Michael M. Varughese, Kyle & Katherine Callahan, Laurel Stevens, Michael Wang, Stacey Gillespie (Stacey J), Burt Humburg, Allyson Martin, Aziz Y, Shanta, DAVID MORTON HUDSON, Perry Joyce, Scott Harrison, Mark & Susan Billian, Junrong Eric Zhu, Alan Bridgeman, Rachel Creager, Breanna Bosso, Matt Curls, Tim Kwist, Jonathan Zbikowski, Jennifer Killen, Sarah & Nathan Catchings, team dorsey, Trevin Beattie, Divonne Holmes Ã  Court, Eric Koslow, Jennifer Dineen, Indika Siriwardena, Jason Rostoker, Shawn Arnold, SiobhÃ¡n, Ken Penttinen, Nathan Taylor, Les Aker, William McGraw, ClareG, Rizwan Kassim, Constance Urist, Alex Hackman, Jirat, Pineapples of Solidarity, Katie Dean, NileMatotle, Wai Jack Sin, Ian Dundore, Justin, Mark, Caleb Weeks
__

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['Crash Course', 'crashcourse', 'education', 'Vanessa hill', 'apha', 'public health', 'covid', 'health inequities', 'camara jones']",2022-08-04 17:22:20+00:00,141508,4299,101,764,hd,True,2022-08-04,Thursday,9
126,126,SzsifG0UvTM,CrashCourse,How Your Biology Affects Your Health: Crash Course Public Health #2,"Today, we are going to begin our discussion on the determinants of health which are all of the conditions we are born, live, and work in that have an influence on our overall wellbeing. Now these determinants can span everything from your education level to income level to genetic code, so today we're just going to focus on the biological factors like our age, genes, and sex, and take a closer look at their impacts. 

Check out our shared playlist with APHA: https://www.youtube.com/playlist?list=PLDjqc55aK3kywF2dd97_Jh5iP0d2ARhdo 

Vanessaâ€™s channel: https://www.youtube.com/braincraft 

Sources: https://docs.google.com/document/d/1OHJiQ1njj5jWJC1YLDBzQgKC1QfnVgqJbbpK6qs7ekA/edit?usp=sharing

Chapters:
Introduction: Biological Determinants 00:00
Behavioral & Biomedical Approach 01:27
Social Approach 02:44
Determinants of Health 04:11
Biological Determinants 05:42
Epigenetics 09:16
Review & Credits 11:33

***
Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Thanks to the following patrons for their generous monthly contributions that help keep Crash Course free for everyone forever:
Katie, Hilary Sturges, Austin Zielman, Tori Thomas, Justin Snyder, daniel blankstein, Hasan Jamal, DL Singfield, Amelia Ryczek, Ken Davidian, Stephen Akuffo, Toni Miles, Steve Segreto, Michael M. Varughese, Kyle & Katherine Callahan, Laurel Stevens, Michael Wang, Stacey Gillespie (Stacey J), Burt Humburg, Allyson Martin, Aziz Y, Shanta, DAVID MORTON HUDSON, Perry Joyce, Scott Harrison, Mark & Susan Billian, Junrong Eric Zhu, Alan Bridgeman, Rachel Creager, Breanna Bosso, Matt Curls, Tim Kwist, Jonathan Zbikowski, Jennifer Killen, Sarah & Nathan Catchings, team dorsey, Trevin Beattie, Divonne Holmes Ã  Court, Eric Koslow, Jennifer Dineen, Indika Siriwardena, Jason Rostoker, Shawn Arnold, SiobhÃ¡n, Ken Penttinen, Nathan Taylor, Les Aker, William McGraw, ClareG, Rizwan Kassim, Constance Urist, Alex Hackman, Jirat, Pineapples of Solidarity, Katie Dean, NileMatotle, Wai Jack Sin, Ian Dundore, Justin, Mark, Caleb Weeks
__

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['Crash Course', 'crashcourse', 'education', 'Vanessa hill', 'apha', 'public health', 'covid', 'camera jones', 'health inequities', 'biological determinants', 'determinants of health', 'environmental', 'social', 'determinants', 'epigenetics', 'Dutch Hunger Winter']",2022-08-11 17:00:14+00:00,95403,2803,71,762,hd,True,2022-08-11,Thursday,16
127,127,g3vf0I_j9kk,CrashCourse,How the Environment Affects Your Health: Crash Course Public Health #3,"There is no denying the effect that our environment has on us. Things like water and air pollution are detrimental to our health. In this episode of Crash Course Public Health, weâ€™ll take a look at some of the ways our environment impacts us, why marginalized and low-income populations are disproportionately exposed to environmental pollution, and what we can do about it.

Check out our shared playlist with APHA: https://www.youtube.com/playlist?list=PLDjqc55aK3kywF2dd97_Jh5iP0d2ARhdo 

Vanessaâ€™s channel: https://www.youtube.com/braincraft 

Sources: https://docs.google.com/document/d/1OHJiQ1njj5jWJC1YLDBzQgKC1QfnVgqJbbpK6qs7ekA/edit?usp=sharing

Chapters:
Introduction: The Environment and Your Health 00:00
Defining our Environment 2:09
Air Pollution 3:43
Water Pollution 6:27
The Neighborhood Factor 8:11
Environmental Justice 11:59
Climate Change 12:11
Review & Credits 13:28

***
Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Thanks to the following patrons for their generous monthly contributions that help keep Crash Course free for everyone forever:
Katie, Hilary Sturges, Austin Zielman, Tori Thomas, Justin Snyder, daniel blankstein, Hasan Jamal, DL Singfield, Amelia Ryczek, Ken Davidian, Stephen Akuffo, Toni Miles, Steve Segreto, Michael M. Varughese, Kyle & Katherine Callahan, Laurel Stevens, Michael Wang, Stacey Gillespie (Stacey J), Burt Humburg, Allyson Martin, Aziz Y, Shanta, DAVID MORTON HUDSON, Perry Joyce, Scott Harrison, Mark & Susan Billian, Junrong Eric Zhu, Alan Bridgeman, Rachel Creager, Breanna Bosso, Matt Curls, Tim Kwist, Jonathan Zbikowski, Jennifer Killen, Sarah & Nathan Catchings, team dorsey, Trevin Beattie, Divonne Holmes Ã  Court, Eric Koslow, Jennifer Dineen, Indika Siriwardena, Jason Rostoker, Shawn Arnold, SiobhÃ¡n, Ken Penttinen, Nathan Taylor, Les Aker, William McGraw, ClareG, Rizwan Kassim, Constance Urist, Alex Hackman, Jirat, Pineapples of Solidarity, Katie Dean, NileMatotle, Wai Jack Sin, Ian Dundore, Justin, Mark, Caleb Weeks
__

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['Crash Course', 'crashcourse', 'education', 'Vanessa hill', 'apha', 'public health', 'climate change', 'environmental justice', 'environment', 'pollution']",2022-08-18 17:00:23+00:00,117671,2815,74,865,hd,True,2022-08-18,Thursday,10
128,128,CcdSeqqMR5M,CrashCourse,How Society Affects Your Health: Crash Course Public Health #4,"Society does a lot to improve our health, from sanitation to healthy foods. But society can have negative impacts on our health as well, and whether or not we get the positive impacts or the negative ones, can often come down to social and economic standing. In this episode of Crash Course Public Health, weâ€™re going to take a look at some of the basic societal elements that affect our health, and why they are often tied to economic inequality. 

Check out our shared playlist with APHA: https://www.youtube.com/playlist?list=PLDjqc55aK3kywF2dd97_Jh5iP0d2ARhdo 

Vanessaâ€™s channel: https://www.youtube.com/braincraft 

Sources: https://docs.google.com/document/d/1OHJiQ1njj5jWJC1YLDBzQgKC1QfnVgqJbbpK6qs7ekA/edit?usp=sharing

Chapters:
Introduction: Society and Your Health 00:00
Defining Society 01:42
Food Inequality 03:12
Housing Inequality 04:54
Healthcare Inequality 05:31
Income Inequality 07:43
Socioeconomic Status 10:04
Review & Credits 12:14

***
Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Thanks to the following patrons for their generous monthly contributions that help keep Crash Course free for everyone forever:
Katie, Hilary Sturges, Austin Zielman, Tori Thomas, Justin Snyder, daniel blankstein, Hasan Jamal, DL Singfield, Amelia Ryczek, Ken Davidian, Stephen Akuffo, Toni Miles, Steve Segreto, Michael M. Varughese, Kyle & Katherine Callahan, Laurel Stevens, Michael Wang, Stacey Gillespie (Stacey J), Burt Humburg, Allyson Martin, Aziz Y, Shanta, DAVID MORTON HUDSON, Perry Joyce, Scott Harrison, Mark & Susan Billian, Junrong Eric Zhu, Alan Bridgeman, Rachel Creager, Breanna Bosso, Matt Curls, Tim Kwist, Jonathan Zbikowski, Jennifer Killen, Sarah & Nathan Catchings, team dorsey, Trevin Beattie, Divonne Holmes Ã  Court, Eric Koslow, Jennifer Dineen, Indika Siriwardena, Jason Rostoker, Shawn Arnold, SiobhÃ¡n, Ken Penttinen, Nathan Taylor, Les Aker, William McGraw, ClareG, Rizwan Kassim, Constance Urist, Alex Hackman, Jirat, Pineapples of Solidarity, Katie Dean, NileMatotle, Wai Jack Sin, Ian Dundore, Justin, Mark, Caleb Weeks
__

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'Vanessa hill', 'apha', 'public health', 'covid', 'housing', 'healthcare']",2022-08-25 17:00:13+00:00,82965,2303,55,829,hd,True,2022-08-25,Thursday,10
129,129,rKaG9VaM0pw,CrashCourse,Stress is Bad for Your Health: Crash Course Public Health #5,"Our identities, societies, and health are all mixed together in cool, weird, and often deeply unfair ways. One of the big factors that comes out of that mix is stress. Stress impacts our health in a number of ways. In this episode of Crash Course Public Health, weâ€™re going to go beyond the basics and look at the ways society affects our stress, which in turn impacts our health.

Check out our shared playlist with APHA: https://www.youtube.com/playlist?list=PLDjqc55aK3kywF2dd97_Jh5iP0d2ARhdo 

Vanessaâ€™s channel: https://www.youtube.com/braincraft 

Sources: https://docs.google.com/document/d/1OHJiQ1njj5jWJC1YLDBzQgKC1QfnVgqJbbpK6qs7ekA/edit?usp=sharing

Chapters: 
Introduction: Society and Your Health 00:00
Health Literacy 2:05
Stress 3:45
Measuring Stress 6:26
Adverse Childhood Experiences 7:36
Identity and Health 8:51
Review & Credits 11:31

***
Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Thanks to the following patrons for their generous monthly contributions that help keep Crash Course free for everyone forever:
Katie, Hilary Sturges, Austin Zielman, Tori Thomas, Justin Snyder, daniel blankstein, Hasan Jamal, DL Singfield, Amelia Ryczek, Ken Davidian, Stephen Akuffo, Toni Miles, Steve Segreto, Michael M. Varughese, Kyle & Katherine Callahan, Laurel Stevens, Michael Wang, Stacey Gillespie (Stacey J), Burt Humburg, Allyson Martin, Aziz Y, Shanta, DAVID MORTON HUDSON, Perry Joyce, Scott Harrison, Mark & Susan Billian, Junrong Eric Zhu, Alan Bridgeman, Rachel Creager, Breanna Bosso, Matt Curls, Tim Kwist, Jonathan Zbikowski, Jennifer Killen, Sarah & Nathan Catchings, team dorsey, Trevin Beattie, Divonne Holmes Ã  Court, Eric Koslow, Jennifer Dineen, Indika Siriwardena, Jason Rostoker, Shawn Arnold, SiobhÃ¡n, Ken Penttinen, Nathan Taylor, Les Aker, William McGraw, ClareG, Rizwan Kassim, Constance Urist, Alex Hackman, Jirat, Pineapples of Solidarity, Katie Dean, NileMatotle, Wai Jack Sin, Ian Dundore, Justin, Mark, Caleb Weeks
__

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['vlogbrothers', 'Crash Course', 'crashcourse', 'education']",2022-09-01 17:00:32+00:00,112125,3031,71,785,hd,True,2022-09-01,Thursday,4
130,130,_luU3I03JwE,CrashCourse,Intro to Epidemiology: Crash Course Public Health #6,"Epidemiology is the study of patterns of diseases. And most people might think that means epidemiologists are only studying things like Ebola. But the truth is much more varied. In this episode of Crash Course Public Health, we'll take a look at the different ways Epidemiology is conducted, including the use of...pie? It'll make sense, we promise. 

Check out our shared playlist with APHA: https://www.youtube.com/playlist?list=PLDjqc55aK3kywF2dd97_Jh5iP0d2ARhdo 

Vanessaâ€™s channel: https://www.youtube.com/braincraft 

Sources: https://docs.google.com/document/d/1OHJiQ1njj5jWJC1YLDBzQgKC1QfnVgqJbbpK6qs7ekA/edit?usp=sharing

Chapters: 
Introduction: Epidemiology 00:00
Origins of Epidemiology 01:22
Studying Disease 04:04
Interpreting Data 07:27
Bradford Hill Criteria & Mathematical Models 09:34
Rothman Causal Pie 10:23
Review & Credits 13:07

***
Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Thanks to the following patrons for their generous monthly contributions that help keep Crash Course free for everyone forever:
Katie, Hilary Sturges, Austin Zielman, Tori Thomas, Justin Snyder, daniel blankstein, Hasan Jamal, DL Singfield, Amelia Ryczek, Ken Davidian, Stephen Akuffo, Toni Miles, Steve Segreto, Michael M. Varughese, Kyle & Katherine Callahan, Laurel Stevens, Michael Wang, Stacey Gillespie (Stacey J), Burt Humburg, Allyson Martin, Aziz Y, Shanta, DAVID MORTON HUDSON, Perry Joyce, Scott Harrison, Mark & Susan Billian, Junrong Eric Zhu, Alan Bridgeman, Rachel Creager, Breanna Bosso, Matt Curls, Tim Kwist, Jonathan Zbikowski, Jennifer Killen, Sarah & Nathan Catchings, team dorsey, Trevin Beattie, Divonne Holmes Ã  Court, Eric Koslow, Jennifer Dineen, Indika Siriwardena, Jason Rostoker, Shawn Arnold, SiobhÃ¡n, Ken Penttinen, Nathan Taylor, Les Aker, William McGraw, ClareG, Rizwan Kassim, Constance Urist, Alex Hackman, Jirat, Pineapples of Solidarity, Katie Dean, NileMatotle, Wai Jack Sin, Ian Dundore, Justin, Mark, Caleb Weeks
__

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['vlogbrothers', 'Crash Course', 'crashcourse', 'education']",2022-09-08 17:00:18+00:00,153656,3116,35,889,hd,True,2022-09-08,Thursday,4
131,131,vxvhGj9fA3g,CrashCourse,Which Healthcare System is Best? Crash Course Public Health #7,"Are you ready for the understatement of the century? Health care is complicated. Across the 200 or so countries on Earth, there are a lot of different ways people receive health care. In this episode of Crash Course Public Health, weâ€™re going to break down the building blocks that are used to create a health care system and take a look at four of the most common models.

Check out our shared playlist with APHA: https://www.youtube.com/playlist?list=PLDjqc55aK3kywF2dd97_Jh5iP0d2ARhdo 

Vanessaâ€™s channel: https://www.youtube.com/braincraft 

Sources: https://docs.google.com/document/d/1OHJiQ1njj5jWJC1YLDBzQgKC1QfnVgqJbbpK6qs7ekA/edit?usp=sharing

Chapters: 
Introduction to Health Care Systems 00:00
Six Building Blocks 2:03
Beveridge Model 5:18
Bismarck Model 6:37
National Health Insurance Model 7:09
Out-of-Pocket Model 7:35
Goals of Healthcare 10:45
Review & Credits 11:44

***
Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Thanks to the following patrons for their generous monthly contributions that help keep Crash Course free for everyone forever:
Dylan Mandelblatt, Katie, Hilary Sturges, Austin Zielman, Tori Thomas, Justin Snyder, Hasan Jamal, DL Singfield, Amelia Ryczek, Ken Davidian, Stephen Akuffo, Toni Miles, Steve Segreto, Kyle & Katherine Callahan, Laurel Stevens, Michael Wang, Stacey J, Burt Humburg, Allyson Martin, Aziz Y, Shanta, DAVID MORTON HUDSON, Perry Joyce, Scott Harrison, Mark & Susan Billian, Alan Bridgeman, Rachel Creager, Breanna Bosso, Matt Curls, Tim Kwist, Jonathan Zbikowski, Jennifer Killen, Sarah & Nathan Catchings, team dorsey, Trevin Beattie, Eric Koslow, Jennifer Dineen, Indika Siriwardena, Jason Rostoker, Shawn Arnold, SiobhÃ¡n, Ken Penttinen, Nathan Taylor, Les Aker, William McGraw, ClareG, Rizwan Kassim, Constance Urist, Alex Hackman, Jirat, kelsey warren, Katie Dean, Wai Jack Sin, Ian Dundore, Justin, Mark, Caleb Weeks
__

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['vlogbrothers', 'Crash Course', 'crashcourse', 'education']",2022-09-15 17:00:29+00:00,96656,2548,157,765,hd,True,2022-09-15,Thursday,4
132,132,Z08sh4PN8Lc,CrashCourse,How Laws Affect Your Health: Crash Course Public Health #8,"If youâ€™ve been paying attention to the news since, oh, say, 2020, then youâ€™ll no doubt be aware that public health policy can often create tension. Having policies that affect public health can, and does, save lives, but not all policies affecting our health are â€œhealth policies.â€ Donâ€™t worry, weâ€™re going to break it all down in this episode of Crash Course Public Health, where we will discuss how an orthopedic surgeonâ€™s love of racing helped create seatbelt policies in the US, and why sometimes laws governing what can be built where affect our health. 

Chapters: 
Seat Belts & Your Health 00:00
Understanding Health & Policy 2:21
Vaccination Policies 4:40
How Policies Save Lives 6:42
Who Makes Health Policy? 10:01
Review & Credits 12:33

Check out our shared playlist with APHA: https://www.youtube.com/playlist?list=PLDjqc55aK3kywF2dd97_Jh5iP0d2ARhdo 

Vanessaâ€™s channel: https://www.youtube.com/braincraft 

Sources: https://docs.google.com/document/d/1OHJiQ1njj5jWJC1YLDBzQgKC1QfnVgqJbbpK6qs7ekA/edit?usp=sharing

***
Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Thanks to the following patrons for their generous monthly contributions that help keep Crash Course free for everyone forever:
Dylan Mandelblatt, Katie, Hilary Sturges, Austin Zielman, Tori Thomas, Justin Snyder, Hasan Jamal, DL Singfield, Amelia Ryczek, Ken Davidian, Stephen Akuffo, Toni Miles, Steve Segreto, Kyle & Katherine Callahan, Laurel Stevens, Michael Wang, Stacey J, Burt Humburg, Allyson Martin, Aziz Y, Shanta, DAVID MORTON HUDSON, Perry Joyce, Scott Harrison, Mark & Susan Billian, Alan Bridgeman, Rachel Creager, Breanna Bosso, Matt Curls, Tim Kwist, Jonathan Zbikowski, Jennifer Killen, Sarah & Nathan Catchings, team dorsey, Trevin Beattie, Eric Koslow, Jennifer Dineen, Indika Siriwardena, Jason Rostoker, Shawn Arnold, SiobhÃ¡n, Ken Penttinen, Nathan Taylor, Les Aker, William McGraw, ClareG, Rizwan Kassim, Constance Urist, Alex Hackman, Jirat, Pineapples of Solidarity, Katie Dean, Wai Jack Sin, Ian Dundore, Justin, Mark, Caleb Weeks
__

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'public health', 'vanessa hill', 'health policy', 'covid', 'covid-19']",2022-09-22 17:00:30+00:00,67795,1679,68,833,hd,True,2022-09-22,Thursday,9
133,133,2rfRk_mTf7M,CrashCourse,Global Health: Crash Course Public Health #9,"Disease doesnâ€™t care about national borders. The pathogen hopping the red eye from Berlin to Boston doesnâ€™t need a passport. So, in order to be proactive about protecting our health, we need to think globally. In this episode of Crash Course Public Health, weâ€™re traveling around the world to look struggles and triumphs of public health on a global scale.

Chapters: 
Introduction to Global Health 00:00
The WHO 2:15
Communicable Disease 3:26
Non-communicable Disease 6:11
Foreign Aid 8:33
Economic Inequality 11:57
Review & Credits 14:18

Check out our shared playlist with APHA: https://www.youtube.com/playlist?list=PLDjqc55aK3kywF2dd97_Jh5iP0d2ARhdo 

Vanessaâ€™s channel: https://www.youtube.com/braincraft 

Sources: https://docs.google.com/document/d/1OHJiQ1njj5jWJC1YLDBzQgKC1QfnVgqJbbpK6qs7ekA/edit?usp=sharing

***
Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Thanks to the following patrons for their generous monthly contributions that help keep Crash Course free for everyone forever:
Dylan Mandelblatt, Katie, Hilary Sturges, Austin Zielman, Tori Thomas, Justin Snyder, Hasan Jamal, DL Singfield, Amelia Ryczek, Ken Davidian, Stephen Akuffo, Toni Miles, Steve Segreto, Kyle & Katherine Callahan, Laurel Stevens, Michael Wang, Stacey J, Burt Humburg, Allyson Martin, Aziz Y, Shanta, DAVID MORTON HUDSON, Perry Joyce, Scott Harrison, Mark & Susan Billian, Alan Bridgeman, Rachel Creager, Breanna Bosso, Matt Curls, Tim Kwist, Jonathan Zbikowski, Jennifer Killen, Sarah & Nathan Catchings, team dorsey, Trevin Beattie, Eric Koslow, Jennifer Dineen, Indika Siriwardena, Jason Rostoker, Shawn Arnold, SiobhÃ¡n, Ken Penttinen, Nathan Taylor, Les Aker, William McGraw, ClareG, Rizwan Kassim, Constance Urist, Alex Hackman, Jirat, Pineapples of Solidarity, Katie Dean, Wai Jack Sin, Ian Dundore, Justin, Mark, Caleb Weeks
__

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'public health', 'vanessa hill', 'global health', 'covid', 'WHO']",2022-09-29 17:00:02+00:00,79939,1595,40,931,hd,True,2022-09-29,Thursday,9
134,134,VvRr0oL6s_E,CrashCourse,The Future of Public Health: Crash Course Public Health #10,"We donâ€™t know what the next big scientific breakthrough is going to be or what futuristic diseases weâ€™ll encounter. But when it comes to our health, we actually have a pretty good idea of what could be next. And we also have some ideas about what we need to do today to prepare. In this final episode of Crash Course Public Health, weâ€™re going to take a look into the future with some roadmaps from the present.

Chapters: 
Looking to the Future 00:00
Disease Surveillance 2:55
A Planetary Approach 5:05
Technology & Misinformation 8:12
Health Equity 10:46
Review & Credits 11:39

Check out our shared playlist with APHA: https://www.youtube.com/playlist?list=PLDjqc55aK3kywF2dd97_Jh5iP0d2ARhdo 

Vanessaâ€™s channel: https://www.youtube.com/braincraft 

Sources: https://docs.google.com/document/d/1OHJiQ1njj5jWJC1YLDBzQgKC1QfnVgqJbbpK6qs7ekA/edit?usp=sharing

***
Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Thanks to the following patrons for their generous monthly contributions that help keep Crash Course free for everyone forever:
Dylan Mandelblatt, Katie, Hilary Sturges, Austin Zielman, Tori Thomas, Justin Snyder, Hasan Jamal, DL Singfield, Amelia Ryczek, Ken Davidian, Stephen Akuffo, Toni Miles, Steve Segreto, Kyle & Katherine Callahan, Laurel Stevens, Michael Wang, Stacey J, Burt Humburg, Allyson Martin, Aziz Y, Shanta, DAVID MORTON HUDSON, Perry Joyce, Scott Harrison, Mark & Susan Billian, Alan Bridgeman, Rachel Creager, Breanna Bosso, Matt Curls, Tim Kwist, Jonathan Zbikowski, Jennifer Killen, Sarah & Nathan Catchings, team dorsey, Trevin Beattie, Eric Koslow, Jennifer Dineen, Indika Siriwardena, Jason Rostoker, Shawn Arnold, SiobhÃ¡n, Ken Penttinen, Nathan Taylor, Les Aker, William McGraw, ClareG, Rizwan Kassim, Constance Urist, Alex Hackman, Jirat, Pineapples of Solidarity, Katie Dean, Wai Jack Sin, Ian Dundore, Justin, Mark, Caleb Weeks
__

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'health', 'public health', 'vanessa hill', 'covid', 'dr. fauci']",2022-10-06 17:00:30+00:00,94763,2126,67,770,hd,True,2022-10-06,Thursday,9
135,135,PWGBqskV1UQ,CrashCourse,Crash Course Biology Preview,"Welcome to Crash Course Biology! Over the next 50 episodes, Dr. Sammy will show you how you are connected to every bug, bat, and bacteria that has ever lived. From itty-bitty cells to vast global systems, weâ€™ll see how biology can help us understand ourselves betterâ€”and our relationships with the living (and non-living) things all around us. Now I know some of you might be thinking: â€œDidnâ€™t you already do a Biology series?â€ Yes, we did. But weâ€™re using everything that weâ€™ve learned over the past decade of Crash Course to make you an even better series. Biology 2.0, if you will. Extra-shiny!

By the way, we're publishing all 50 episodes of this series in English AND Spanish! Check out Crash Course BiologÃ­a on our Crash Course en EspaÃ±ol channel here: https://youtu.be/winQBV3Fyx0

This series was produced in collaboration with HHMI BioInteractive, committed to empowering educators and inspiring students with engaging, accessible, and quality classroom resources. Visit https://BioInteractive.org/CrashCourse for more information.

Check out our Biology playlist here: https://www.youtube.com/playlist?list=PL8dPuuaLjXtPW_ofbxdHNciuLoTRLPMgB 

Watch this series in Spanish on our Crash Course en EspaÃ±ol channel here: https://www.youtube.com/playlist?list=PLkcbA0DkuFjWQZzjwF6w_gUrE_5_d3vd3 

Crash Course Biology is hosted by Dr. Samuel Ramsey. Learn more about him here: https://www.drsammy.online/

***
Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Thanks to the following patrons for their generous monthly contributions that help keep Crash Course free for everyone forever:
Katie, Tori Thomas, DL Singfield, Ken Davidian, Stephen Akuffo, Toni Miles, Steve Segreto, Kyle & Katherine Callahan, Laurel Stevens, Burt Humburg, Allyson Martin, Aziz Y, Perry Joyce, Scott Harrison, Mark & Susan Billian, Alan Bridgeman, Rachel Creager, Breanna Bosso, Matt Curls, Jennifer Killen, Jon Allen, Sarah & Nathan Catchings, team dorsey, Trevin Beattie, Eric Koslow, Jennifer Dineen, Indija-ka Siriwardena, Jason Rostoker, SiobhÃ¡n, Ken Penttinen, Nathan Taylor, Les Aker, William McGraw, ClareG, Rizwan Kassim, Constance Urist, Alex Hackman, Pineapples of Solidarity, Katie Dean, Stephen McCandless, Wai Jack Sin, Ian Dundore, Justin, Mark, Caleb Weeks.
__

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'biology', 'sammy ramsey', 'samuel ramsey', 'dr bugs', 'ap bio']",2023-05-23 16:00:14+00:00,218422,5606,237,259,hd,True,2023-05-23,Tuesday,9
